"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)"
"16","2007","6","Madhya Pradesh","Chhatarpur","11.3","2.38","210.62","57.7","60.1","1041.59","0.7","0.4","571.43","4.9","4.3","877.55"
"16","2008","6","Madhya Pradesh","Chhatarpur","11.3","4.88","431.86","128.1","195.8","1528.49","0.9","0.6","666.67","10.5","11.9","1133.33"
"16","2009","6","Madhya Pradesh","Chhatarpur","9.7","4.4","453.61","142.7","203.9","1428.87","0.8","0.5","625.0","10.9","11.8","1082.57"
"16","2010","6","Madhya Pradesh","Chhatarpur","8.9","5.5","617.98","140.2","169.1","1206.13","0.8","0.5","625.0","11.8","11.4","966.1"
"16","2011","6","Madhya Pradesh","Chhatarpur","9.1","7.9","868.13","130.5","199.5","1528.74","0.8","0.3","375.0","11.7","13.5","1153.85"
"16","2012","6","Madhya Pradesh","Chhatarpur","5.79","2.17","374.78","176.28","436.15","2474.19","0.56","0.31","553.57","15.9","15.65","984.28"
"16","2013","6","Madhya Pradesh","Chhatarpur","5.37","4.75","884.54","192.59","434.62","2256.71","0.53","0.41","773.58","19.96","21.01","1052.61"
"16","2014","6","Madhya Pradesh","Chhatarpur","10.0","8.67","867.0","121.0","267.0","2206.61","9.0","13.0","1444.44","3.0","4.0","1333.33"
"16","2015","6","Madhya Pradesh","Chhatarpur","8.0","2.67","333.75","88.0","161.0","1829.55","1.0","1.0","1000.0","8.0","16.0","2000.0"
"16","2016","6","Madhya Pradesh","Chhatarpur","8.0","8.66","1082.5","209.0","596.0","2851.67","1.0","1.0","1000.0","9.0","28.0","3111.11"
"16","2017","6","Madhya Pradesh","Chhatarpur","6.33","2.98","470.77","175.31","424.07","2418.97","1.1","0.93","845.45","15.9","60.34","3794.97"
"17","2006","6","Madhya Pradesh","Panna","56.22","25.5","453.58","61.66","57.87","938.53","2.18","0.89","408.26","3.27","3.28","1003.06"
"17","2007","6","Madhya Pradesh","Panna","49.8","15.31","307.43","53.6","53.2","992.54","2.0","1.2","600.0","3.2","2.8","875.0"
"17","2008","6","Madhya Pradesh","Panna","57.1","29.37","514.36","60.7","88.3","1454.7","2.2","1.9","863.64","3.5","3.1","885.71"
"17","2009","6","Madhya Pradesh","Panna","58.3","28.6","490.57","68.3","97.1","1421.67","2.4","1.3","541.67","3.5","4.6","1314.29"
"17","2010","6","Madhya Pradesh","Panna","53.7","51.6","960.89","62.8","89.1","1418.79","2.6","2.4","923.08","2.9","3.4","1172.41"
"17","2011","6","Madhya Pradesh","Panna","61.3","61.0","995.11","67.0","103.7","1547.76","4.7","2.9","617.02","3.2","4.7","1468.75"
"17","2012","6","Madhya Pradesh","Panna","63.64","64.91","1019.96","82.54","156.45","1895.44","2.56","3.86","1507.81","4.26","4.99","1171.36"
"17","2013","6","Madhya Pradesh","Panna","80.65","91.51","1134.66","85.23","151.52","1777.78","3.48","4.73","1359.2","3.77","6.58","1745.36"
"17","2014","6","Madhya Pradesh","Panna","56.0","76.67","1369.11","63.0","123.0","1952.38","8.0","13.0","1625.0","2.0","3.0","1500.0"
"17","2015","6","Madhya Pradesh","Panna","55.0","17.33","315.09","45.0","79.0","1755.56","2.0","3.0","1500.0","4.0","9.0","2250.0"
"17","2016","6","Madhya Pradesh","Panna","69.0","179.33","2598.99","77.0","236.0","3064.94","2.0","4.0","2000.0","6.0","19.0","3166.67"
"17","2017","6","Madhya Pradesh","Panna","58.4","140.2","2400.68","77.79","210.5","2706.0","2.6","3.51","1350.0","4.0","8.35","2087.5"
"18","2006","6","Madhya Pradesh","Rewa","137.69","89.17","647.61","155.55","133.06","855.42","1.16","0.63","543.1","4.94","2.64","534.41"
"18","2007","6","Madhya Pradesh","Rewa","131.6","45.54","346.05","147.0","99.3","675.51","1.1","0.7","636.36","4.8","2.2","458.33"
"18","2008","6","Madhya Pradesh","Rewa","136.9","88.24","644.56","155.7","165.3","1061.66","1.3","1.1","846.15","5.2","3.3","634.62"
"18","2009","6","Madhya Pradesh","Rewa","124.9","79.8","638.91","155.7","158.0","1014.77","1.2","0.7","583.33","5.2","3.2","615.38"
"18","2010","6","Madhya Pradesh","Rewa","102.1","67.5","661.12","134.4","111.3","828.13","1.2","0.8","666.67","4.6","2.6","565.22"
"18","2011","6","Madhya Pradesh","Rewa","120.4","141.8","1177.74","166.2","215.4","1296.03","1.6","1.0","625.0","5.2","3.6","692.31"
"18","2012","6","Madhya Pradesh","Rewa","123.51","199.65","1616.47","156.88","383.75","2446.14","1.17","0.92","786.32","4.89","3.21","656.44"
"18","2013","6","Madhya Pradesh","Rewa","119.62","214.11","1789.92","154.21","318.56","2065.75","1.14","1.11","973.68","4.65","5.1","1096.77"
"18","2014","6","Madhya Pradesh","Rewa","136.0","246.0","1808.82","199.0","683.0","3432.16","7.0","12.0","1714.29","2.0","3.0","1500.0"
"18","2015","6","Madhya Pradesh","Rewa","121.0","114.67","947.69","189.0","398.0","2105.82","2.0","3.0","1500.0","3.0","7.0","2333.33"
"18","2016","6","Madhya Pradesh","Rewa","126.0","352.0","2793.65","195.0","560.0","2871.79","4.0","6.0","1500.0","4.0","14.0","3500.0"
"18","2017","6","Madhya Pradesh","Rewa","121.3","625.9","5159.93","173.6","499.97","2880.01","2.18","1.82","834.86","5.02","6.71","1336.65"
"19","2006","6","Madhya Pradesh","Sidhi","127.04","103.52","814.86","88.55","67.56","762.96","35.91","27.88","776.39","19.62","16.37","834.35"
"19","2007","6","Madhya Pradesh","Sidhi","122.6","53.0","432.3","85.8","54.7","637.53","36.4","34.4","945.05","19.2","14.6","760.42"
"19","2008","6","Madhya Pradesh","Sidhi","122.4","48.11","393.06","86.2","75.9","880.51","37.2","42.5","1142.47","18.0","16.3","905.56"
"19","2009","6","Madhya Pradesh","Sidhi","116.4","73.4","630.58","87.4","80.4","919.91","35.7","35.4","991.6","18.1","16.6","917.13"
"19","2010","6","Madhya Pradesh","Sidhi","102.5","91.3","890.73","84.6","73.2","865.25","35.2","40.1","1139.2","16.9","16.4","970.41"
"19","2011","6","Madhya Pradesh","Sidhi","87.8","84.5","962.41","110.3","128.3","1163.19","35.9","31.8","885.79","22.5","28.0","1244.44"
"19","2012","6","Madhya Pradesh","Sidhi","115.75","238.24","2058.23","90.66","198.24","2186.63","34.47","70.41","2042.65","16.45","20.31","1234.65"
"19","2013","6","Madhya Pradesh","Sidhi","116.25","172.7","1485.59","93.77","212.23","2263.3","34.2","58.31","1704.97","16.25","37.35","2298.46"
"19","2014","6","Madhya Pradesh","Sidhi","100.0","126.0","1260.0","136.0","310.0","2279.41","39.0","71.0","1820.51","4.0","5.0","1250.0"
"19","2015","6","Madhya Pradesh","Sidhi","118.0","137.33","1163.81","109.0","231.0","2119.27","49.0","86.0","1755.1","13.0","37.0","2846.15"
"19","2016","6","Madhya Pradesh","Sidhi","118.0","348.0","2949.15","118.0","327.0","2771.19","46.0","115.0","2500.0","17.0","63.0","3705.88"
"19","2017","6","Madhya Pradesh","Sidhi","113.95","233.5","2049.14","101.8","266.16","2614.54","38.1","100.02","2625.2","18.13","56.29","3104.8"
"20","2006","6","Madhya Pradesh","Satna","94.92","60.92","641.8","141.99","124.81","879.01","0.76","0.38","500.0","6.93","6.03","870.13"
"20","2007","6","Madhya Pradesh","Satna","89.7","22.37","249.39","127.8","88.5","692.49","0.8","0.5","625.0","7.0","4.5","642.86"
"20","2008","6","Madhya Pradesh","Satna","90.3","39.01","432.0","137.9","147.8","1071.79","0.8","0.6","750.0","7.3","6.6","904.11"
"20","2009","6","Madhya Pradesh","Satna","82.6","53.5","647.7","143.2","173.1","1208.8","0.8","0.5","625.0","7.3","7.5","1027.4"
"20","2010","6","Madhya Pradesh","Satna","71.7","74.3","1036.26","125.4","119.1","949.76","0.7","0.6","857.14","10.3","9.0","873.79"
"20","2011","6","Madhya Pradesh","Satna","82.4","135.9","1649.27","135.2","202.2","1495.56","0.8","0.6","750.0","9.8","12.3","1255.1"
"20","2012","6","Madhya Pradesh","Satna","85.38","197.67","2315.18","142.46","448.59","3148.88","0.84","1.23","1464.29","8.15","8.26","1013.5"
"20","2013","6","Madhya Pradesh","Satna","82.07","188.56","2297.55","146.54","479.99","3275.49","0.77","0.54","701.3","7.55","6.89","912.58"
"20","2014","6","Madhya Pradesh","Satna","104.0","201.33","1935.87","169.0","593.0","3508.88","17.0","24.0","1411.76","2.0","3.0","1500.0"
"20","2015","6","Madhya Pradesh","Satna","104.0","238.0","2288.46","132.0","390.0","2954.55","3.0","6.0","2000.0","6.0","17.0","2833.33"
"20","2016","6","Madhya Pradesh","Satna","120.0","393.33","3277.75","171.0","617.0","3608.19","0.0","0.0","0.0","7.0","30.0","4285.71"
"20","2017","6","Madhya Pradesh","Satna","132.0","324.8","2460.61","156.8","538.45","3433.99","4.2","7.29","1735.71","20.0","78.2","3910.0"
"21","2006","6","Madhya Pradesh","Shahdol","253.22","208.91","825.01","62.51","48.24","771.72","33.98","20.02","589.17","1.23","0.88","715.45"
"21","2007","6","Madhya Pradesh","Shahdol","254.6","100.06","393.01","58.4","44.8","767.12","33.7","24.5","727.0","1.5","1.1","733.33"
"21","2008","6","Madhya Pradesh","Shahdol","253.0","149.96","592.73","61.3","52.5","856.44","34.9","28.2","808.02","1.0","0.6","600.0"
"21","2009","6","Madhya Pradesh","Shahdol","236.0","165.9","702.97","63.4","46.2","728.71","32.9","18.9","574.47","1.2","0.9","750.0"
"21","2010","6","Madhya Pradesh","Shahdol","236.6","227.1","959.85","61.6","44.0","714.29","32.8","28.0","853.66","1.1","0.7","636.36"
"21","2011","6","Madhya Pradesh","Shahdol","258.6","353.7","1367.75","86.6","79.3","915.7","35.1","24.9","709.4","1.2","1.1","916.67"
"21","2012","6","Madhya Pradesh","Shahdol","257.73","383.9","1489.54","70.27","146.8","2089.08","31.78","47.41","1491.82","1.08","0.77","712.96"
"21","2013","6","Madhya Pradesh","Shahdol","257.18","484.88","1885.37","91.66","208.67","2276.57","31.46","44.49","1414.18","1.01","0.95","940.59"
"21","2014","6","Madhya Pradesh","Shahdol","269.0","510.67","1898.4","118.0","220.0","1864.41","51.0","79.0","1549.02","4.0","5.0","1250.0"
"21","2015","6","Madhya Pradesh","Shahdol","229.0","378.0","1650.66","65.0","127.0","1953.85","40.0","84.0","2100.0","0.0","0.0","0.0"
"21","2016","6","Madhya Pradesh","Shahdol","276.0","583.32","2113.48","106.0","203.0","1915.09","42.0","84.0","2000.0","0.14","0.38","2714.29"
"21","2017","6","Madhya Pradesh","Shahdol","240.33","389.9","1622.35","87.27","222.87","2553.8","38.82","79.21","2040.44","2.18","2.33","1068.81"
"22","2006","6","Madhya Pradesh","Gwalior","15.93","37.38","2346.52","86.99","187.03","2150.02","0.2","0.35","1750.0","1.02","2.51","2460.78"
"22","2007","6","Madhya Pradesh","Gwalior","11.7","11.09","947.86","68.9","111.4","1616.84","0.2","0.2","1000.0","1.2","2.5","2083.33"
"22","2008","6","Madhya Pradesh","Gwalior","31.0","53.99","1741.61","89.3","229.1","2565.51","0.2","0.2","1000.0","1.4","3.3","2357.14"
"22","2009","6","Madhya Pradesh","Gwalior","21.0","54.1","2576.19","83.4","189.9","2276.98","0.2","0.2","1000.0","1.1","2.7","2454.55"
"22","2010","6","Madhya Pradesh","Gwalior","24.5","64.0","2612.24","93.8","254.0","2707.89","0.2","0.3","1500.0","1.0","2.8","2800.0"
"22","2011","6","Madhya Pradesh","Gwalior","34.7","111.2","3204.61","112.2","346.8","3090.91","0.2","0.3","1500.0","1.5","5.7","3800.0"
"22","2012","6","Madhya Pradesh","Gwalior","49.16","89.43","1819.16","115.4","420.86","3646.97","0.06","0.13","2166.67","1.09","2.55","2339.45"
"22","2013","6","Madhya Pradesh","Gwalior","57.51","135.09","2348.98","119.29","363.64","3048.37","0.04","0.09","2250.0","0.84","2.1","2500.0"
"22","2014","6","Madhya Pradesh","Gwalior","49.0","111.33","2272.04","104.0","335.0","3221.15","14.0","18.0","1285.71","1.0","1.0","1000.0"
"22","2015","6","Madhya Pradesh","Gwalior","53.0","150.0","2830.19","136.0","515.0","3786.76","0.0","0.0","0.0","1.0","2.0","2000.0"
"22","2016","6","Madhya Pradesh","Gwalior","58.0","95.33","1643.62","146.0","586.0","4013.7","0.0","0.0","0.0","2.85","9.0","3157.89"
"22","2017","6","Madhya Pradesh","Gwalior","9.11","26.29","2885.84","65.0","247.26","3804.0","0.2","0.53","2650.0","0.7","1.61","2300.0"
"23","2006","6","Madhya Pradesh","Shivpuri","5.12","4.75","927.73","99.29","178.33","1796.05","24.89","29.73","1194.46","1.08","1.53","1416.67"
"23","2007","6","Madhya Pradesh","Shivpuri","5.1","2.57","503.92","90.4","110.1","1217.92","27.6","25.8","934.78","0.8","0.8","1000.0"
"23","2008","6","Madhya Pradesh","Shivpuri","8.0","6.01","751.25","114.8","224.0","1951.22","33.0","51.3","1554.55","1.3","2.1","1615.38"
"23","2009","6","Madhya Pradesh","Shivpuri","8.0","10.9","1362.5","139.8","250.4","1791.13","26.4","36.3","1375.0","1.3","2.0","1538.46"
"23","2010","6","Madhya Pradesh","Shivpuri","8.3","13.2","1590.36","147.1","298.1","2026.51","26.1","45.3","1735.63","1.3","2.1","1615.38"
"23","2011","6","Madhya Pradesh","Shivpuri","9.0","14.2","1577.78","113.9","247.8","2175.59","28.0","36.0","1285.71","1.5","2.9","1933.33"
"23","2012","6","Madhya Pradesh","Shivpuri","13.4","19.88","1483.58","201.93","664.13","3288.91","16.81","29.13","1732.9","2.52","2.96","1174.6"
"23","2013","6","Madhya Pradesh","Shivpuri","14.63","17.06","1166.1","195.61","527.47","2696.54","14.75","16.86","1143.05","3.1","4.76","1535.48"
"23","2014","6","Madhya Pradesh","Shivpuri","14.0","17.33","1237.86","145.0","456.0","3144.83","21.0","32.0","1523.81","1.0","1.0","1000.0"
"23","2015","6","Madhya Pradesh","Shivpuri","11.0","27.33","2484.55","158.0","428.0","2708.86","14.0","27.0","1928.57","2.0","5.0","2500.0"
"23","2016","6","Madhya Pradesh","Shivpuri","14.0","39.33","2809.29","170.0","528.0","3105.88","10.0","17.0","1700.0","4.6","14.0","3043.48"
"23","2017","6","Madhya Pradesh","Shivpuri","4.4","10.8","2454.55","76.9","217.09","2823.02","6.6","16.63","2519.7","3.13","7.04","2249.2"
"24","2006","6","Madhya Pradesh","Guna","1.6","1.21","756.25","197.23","271.6","1377.07","26.49","27.59","1041.53","0.37","0.88","2378.38"
"24","2007","6","Madhya Pradesh","Guna","1.6","0.8","500.0","184.2","239.3","1299.13","28.3","33.5","1183.75","0.4","0.9","2250.0"
"24","2008","6","Madhya Pradesh","Guna","1.4","0.59","421.43","189.8","291.4","1535.3","21.3","26.7","1253.52","0.4","0.8","2000.0"
"24","2009","6","Madhya Pradesh","Guna","1.3","1.1","846.15","188.4","300.4","1594.48","25.3","31.5","1245.06","0.7","1.3","1857.14"
"24","2010","6","Madhya Pradesh","Guna","1.3","1.3","1000.0","199.2","380.9","1912.15","23.9","37.7","1577.41","0.7","2.1","3000.0"
"24","2011","6","Madhya Pradesh","Guna","1.4","1.6","1142.86","229.3","476.3","2077.19","21.1","27.3","1293.84","0.5","1.6","3200.0"
"24","2012","6","Madhya Pradesh","Guna","1.87","4.52","2417.11","239.56","751.74","3138.0","22.32","44.81","2007.62","0.69","1.54","2231.88"
"24","2013","6","Madhya Pradesh","Guna","1.92","3.17","1651.04","260.43","769.02","2952.89","20.02","20.36","1016.98","0.68","1.74","2558.82"
"24","2014","6","Madhya Pradesh","Guna","3.0","6.66","2220.0","269.0","824.0","3063.2","27.0","53.0","1962.96","2.0","3.0","1500.0"
"24","2015","6","Madhya Pradesh","Guna","4.0","6.0","1500.0","304.0","931.0","3062.5","22.0","35.0","1590.91","0.0","0.0","0.0"
"24","2016","6","Madhya Pradesh","Guna","0.0","0.0","0.0","295.0","914.0","3098.31","40.0","62.0","1550.0","1.55","5.0","3225.81"
"24","2017","6","Madhya Pradesh","Guna","5.71","9.11","1595.45","255.81","886.02","3463.59","33.12","87.57","2644.02","0.8","1.76","2200.0"
"25","2006","6","Madhya Pradesh","Datia","1.46","1.23","842.47","97.52","169.24","1735.44","1.41","1.04","737.59","3.34","7.03","2104.79"
"25","2007","6","Madhya Pradesh","Datia","1.5","0.92","613.33","88.5","151.8","1715.25","0.9","0.8","888.89","4.8","7.0","1458.33"
"25","2008","6","Madhya Pradesh","Datia","4.0","3.3","825.0","117.6","229.4","1950.68","0.6","0.7","1166.67","5.1","9.2","1803.92"
"25","2009","6","Madhya Pradesh","Datia","4.3","5.0","1162.79","123.9","290.8","2347.05","2.7","2.4","888.89","3.3","7.3","2212.12"
"25","2010","6","Madhya Pradesh","Datia","5.7","7.1","1245.61","130.3","260.2","1996.93","2.0","2.1","1050.0","3.2","7.1","2218.75"
"25","2011","6","Madhya Pradesh","Datia","5.0","6.2","1240.0","123.9","346.1","2793.38","2.0","1.6","800.0","3.2","9.8","3062.5"
"25","2012","6","Madhya Pradesh","Datia","8.08","16.53","2045.79","136.96","408.54","2982.91","1.48","2.61","1763.51","3.24","8.22","2537.04"
"25","2013","6","Madhya Pradesh","Datia","12.14","13.9","1144.98","136.12","408.33","2999.78","0.69","0.99","1434.78","3.43","12.45","3629.74"
"25","2014","6","Madhya Pradesh","Datia","30.0","29.33","977.67","166.0","437.0","2632.53","13.0","20.0","1538.46","1.0","2.0","2000.0"
"25","2015","6","Madhya Pradesh","Datia","14.0","24.0","1714.29","179.0","531.0","2966.48","1.0","1.0","1000.0","1.0","4.0","4000.0"
"25","2016","6","Madhya Pradesh","Datia","17.0","36.66","2156.47","146.0","494.0","3383.56","1.0","1.0","1000.0","2.6","8.0","3076.92"
"25","2017","6","Madhya Pradesh","Datia","16.6","30.18","1818.07","120.8","399.0","3302.98","1.3","2.52","1938.46","0.2","0.48","2400.0"
"26","2006","6","Madhya Pradesh","Morena","4.33","9.68","2235.57","113.63","307.35","2704.83","0.39","0.27","692.31","2.16","3.75","1736.11"
"26","2007","6","Madhya Pradesh","Morena","4.8","11.88","2475.0","120.7","253.2","2097.76","1.3","1.1","846.15","2.1","3.5","1666.67"
"26","2008","6","Madhya Pradesh","Morena","7.5","11.75","1566.67","120.6","279.1","2314.26","1.1","1.0","909.09","2.1","3.4","1619.05"
"26","2009","6","Madhya Pradesh","Morena","10.1","25.2","2495.05","128.6","323.8","2517.88","0.9","0.7","777.78","2.3","4.1","1782.61"
"26","2010","6","Madhya Pradesh","Morena","9.7","28.8","2969.07","165.7","395.3","2385.64","0.8","0.9","1125.0","2.5","4.3","1720.0"
"26","2011","6","Madhya Pradesh","Morena","15.1","44.9","2973.51","155.3","413.9","2665.16","0.8","0.7","875.0","2.2","4.4","2000.0"
"26","2012","6","Madhya Pradesh","Morena","13.71","50.67","3695.84","181.39","736.65","4061.14","0.75","1.53","2040.0","1.88","4.49","2388.3"
"26","2013","6","Madhya Pradesh","Morena","16.11","58.64","3639.98","191.33","709.09","3706.11","1.01","2.61","2584.16","1.91","5.23","2738.22"
"26","2014","6","Madhya Pradesh","Morena","20.0","46.0","2300.0","207.0","680.0","3285.02","8.0","18.0","2250.0","2.0","2.0","1000.0"
"26","2015","6","Madhya Pradesh","Morena","20.0","70.0","3500.0","181.0","774.0","4276.24","2.0","3.0","1500.0","1.0","4.0","4000.0"
"26","2016","6","Madhya Pradesh","Morena","19.0","46.66","2455.79","202.0","807.0","3995.05","2.0","5.0","2500.0","3.9","14.0","3589.74"
"26","2017","6","Madhya Pradesh","Morena","21.4","60.1","2808.41","183.0","752.79","4113.61","3.32","7.76","2337.35","2.26","6.81","3013.27"
"27","2006","6","Madhya Pradesh","Bhind","0.41","0.83","2024.39","72.28","133.42","1845.88","0.0","0.0","0.0","7.32","14.35","1960.38"
"27","2007","6","Madhya Pradesh","Bhind","0.3","0.4","1333.33","73.9","102.5","1387.01","0.0","0.0","0.0","7.4","10.0","1351.35"
"27","2008","6","Madhya Pradesh","Bhind","10.3","11.81","1146.6","84.1","177.9","2115.34","0.0","0.0","0.0","5.3","10.7","2018.87"
"27","2009","6","Madhya Pradesh","Bhind","1.6","3.5","2187.5","84.6","214.2","2531.91","0.0","0.0","0.0","5.1","9.3","1823.53"
"27","2010","6","Madhya Pradesh","Bhind","5.6","15.3","2732.14","89.9","185.2","2060.07","0.0","0.1","0.0","4.5","9.4","2088.89"
"27","2011","6","Madhya Pradesh","Bhind","0.4","1.3","3250.0","77.7","163.3","2101.67","0.0","0.0","0.0","5.1","13.9","2725.49"
"27","2012","6","Madhya Pradesh","Bhind","4.62","12.47","2699.13","94.92","358.42","3776.02","0.0","0.0","0.0","4.75","7.18","1511.58"
"27","2013","6","Madhya Pradesh","Bhind","4.8","20.81","4335.42","104.18","370.23","3553.75","0.0","0.0","0.0","4.49","17.18","3826.28"
"27","2014","6","Madhya Pradesh","Bhind","6.0","20.67","3445.0","139.0","552.0","3971.22","0.0","0.0","0.0","1.0","1.0","1000.0"
"27","2015","6","Madhya Pradesh","Bhind","6.0","27.33","4555.0","134.0","511.0","3813.43","0.0","0.0","0.0","2.0","8.0","4000.0"
"27","2016","6","Madhya Pradesh","Bhind","7.0","15.33","2190.0","145.0","582.0","4013.79","0.0","0.0","0.0","3.85","12.0","3116.88"
"27","2017","6","Madhya Pradesh","Bhind","3.0","5.76","1920.0","110.4","466.11","4222.01","0.0","0.0","0.0","4.37","17.28","3954.23"
"28","2006","6","Madhya Pradesh","Indore","0.02","0.01","500.0","132.34","332.63","2513.45","8.51","7.48","878.97","0.0","0.01","0.0"
